100 Q0 AP890702-0027 370 5.37118573318 Exp
100 Q0 AP890411-0137 832 4.76271967539 Exp
100 Q0 AP891113-0138 210 5.82379319074 Exp
100 Q0 AP890511-0254 270 5.63268736565 Exp
100 Q0 AP890322-0141 468 5.16813133031 Exp
100 Q0 AP890118-0026 302 5.53489803463 Exp
100 Q0 AP891212-0266 520 5.10510007508 Exp
100 Q0 AP890209-0234 115 6.3057578448 Exp
100 Q0 AP891115-0076 134 6.21031776457 Exp
100 Q0 AP890316-0131 472 5.16388708075 Exp
100 Q0 AP890928-0309 779 4.82080116616 Exp
100 Q0 AP890617-0115 535 5.08575493108 Exp
100 Q0 AP890917-0024 307 5.52038228531 Exp
100 Q0 AP890516-0042 232 5.77025906948 Exp
100 Q0 AP891129-0167 680 4.91351918294 Exp
100 Q0 AP891026-0083 56 7.00475128714 Exp
100 Q0 AP890107-0101 151 6.0990015745 Exp
100 Q0 AP890201-0228 959 4.6445447423 Exp
100 Q0 AP890727-0141 61 6.9372214917 Exp
100 Q0 AP891201-0114 34 7.5059901753 Exp
100 Q0 AP890529-0094 829 4.76838019724 Exp
100 Q0 AP891003-0079 809 4.7876782879 Exp
100 Q0 AP891211-0265 418 5.25319515936 Exp
100 Q0 AP891003-0023 563 5.05174512223 Exp
100 Q0 AP890823-0065 491 5.13254388843 Exp
100 Q0 AP890820-0055 734 4.86325672544 Exp
100 Q0 AP891110-0220 29 7.63000303629 Exp
100 Q0 AP890824-0148 975 4.62897308163 Exp
100 Q0 AP890407-0046 985 4.61822524468 Exp
100 Q0 AP891121-0163 318 5.49671162041 Exp
100 Q0 AP890510-0079 55 7.05995952231 Exp
100 Q0 AP890202-0194 957 4.64518581429 Exp
100 Q0 AP890517-0212 433 5.2215106029 Exp
100 Q0 AP890501-0123 718 4.87567308153 Exp
100 Q0 AP891212-0105 933 4.66718300619 Exp
100 Q0 AP890424-0018 927 4.67578761962 Exp
100 Q0 AP890305-0041 541 5.07497327687 Exp
100 Q0 AP890308-0111 462 5.17739852048 Exp
100 Q0 AP890203-0071 967 4.63561234046 Exp
100 Q0 AP890726-0248 511 5.11315740106 Exp
100 Q0 AP890606-0042 851 4.74427708942 Exp
100 Q0 AP891002-0229 892 4.70356265638 Exp
100 Q0 AP891114-0079 456 5.18882133321 Exp
100 Q0 AP890630-0063 390 5.32715818513 Exp
100 Q0 AP891029-0043 90 6.50482280307 Exp
100 Q0 AP890112-0156 745 4.85388402634 Exp
100 Q0 AP890530-0156 515 5.11051917326 Exp
100 Q0 AP890228-0008 685 4.90776735817 Exp
100 Q0 AP890628-0118 84 6.59299955698 Exp
100 Q0 AP891204-0120 802 4.79266974395 Exp
100 Q0 AP891108-0146 338 5.45732709708 Exp
100 Q0 AP891206-0153 379 5.34711061084 Exp
100 Q0 AP890506-0104 570 5.0418357653 Exp
100 Q0 AP891208-0235 255 5.67640000044 Exp
100 Q0 AP891130-0154 583 5.02824578971 Exp
100 Q0 AP890105-0257 885 4.71233557833 Exp
100 Q0 AP891211-0272 58 6.99148787117 Exp
100 Q0 AP890320-0076 784 4.81034678199 Exp
100 Q0 AP890628-0184 399 5.28840403869 Exp
100 Q0 AP890707-0098 591 5.01914476128 Exp
100 Q0 AP890119-0080 725 4.87061546265 Exp
100 Q0 AP890721-0160 403 5.28094443811 Exp
100 Q0 AP891115-0018 540 5.07514781852 Exp
100 Q0 AP890601-0195 294 5.55528667635 Exp
100 Q0 AP890907-0002 864 4.73034459343 Exp
100 Q0 AP890207-0146 552 5.06228565239 Exp
100 Q0 AP890327-0015 941 4.66108084384 Exp
100 Q0 AP891114-0117 345 5.43463804047 Exp
100 Q0 AP890706-0055 173 5.94958119723 Exp
100 Q0 AP890131-0038 401 5.28673015256 Exp
100 Q0 AP890301-0238 947 4.65773912347 Exp
100 Q0 AP891213-0206 265 5.6476424166 Exp
100 Q0 AP890221-0031 53 7.1557224894 Exp
100 Q0 AP890914-0026 24 7.8865313136 Exp
100 Q0 AP890706-0078 844 4.75401513744 Exp
100 Q0 AP890518-0130 890 4.70515334455 Exp
100 Q0 AP890507-0055 842 4.75636152023 Exp
100 Q0 AP890527-0081 593 5.01561307344 Exp
100 Q0 AP890405-0068 654 4.94597103922 Exp
100 Q0 AP890710-0196 377 5.3550963193 Exp
100 Q0 AP890315-0310 655 4.94584563779 Exp
100 Q0 AP890619-0265 739 4.85526170953 Exp
100 Q0 AP890730-0040 218 5.80696419814 Exp
100 Q0 AP890815-0145 488 5.13783717705 Exp
100 Q0 AP890722-0023 21 8.0333894688 Exp
100 Q0 AP890529-0101 869 4.72217618968 Exp
100 Q0 AP891211-0225 582 5.03061381413 Exp
100 Q0 AP890629-0290 422 5.24868644725 Exp
100 Q0 AP890524-0320 94 6.48232082634 Exp
100 Q0 AP890501-0023 361 5.39419966569 Exp
100 Q0 AP890311-0153 95 6.47270263254 Exp
100 Q0 AP890630-0171 301 5.53685083165 Exp
100 Q0 AP890314-0058 720 4.87556398732 Exp
100 Q0 AP890927-0293 644 4.95940610127 Exp
100 Q0 AP891228-0043 66 6.88103837388 Exp
100 Q0 AP890206-0181 360 5.39839543892 Exp
100 Q0 AP890626-0050 753 4.84427991273 Exp
100 Q0 AP890720-0023 701 4.89155299616 Exp
100 Q0 AP891024-0059 485 5.13874240949 Exp
100 Q0 AP891218-0025 983 4.61962631553 Exp
100 Q0 AP891011-0210 153 6.06341471738 Exp
100 Q0 AP890326-0053 638 4.96545639075 Exp
100 Q0 AP890801-0162 730 4.86489662971 Exp
100 Q0 AP890614-0089 687 4.90672231837 Exp
100 Q0 AP891101-0102 833 4.76214716535 Exp
100 Q0 AP891021-0022 804 4.79233632256 Exp
100 Q0 AP890425-0173 943 4.66046705472 Exp
